고유번호,호수,면,발행일,제목,소제목,게시년월일,수정년월일
10790,249,4,2017-11-24,사례금 받아 이웃돕기 성금 쾌척,신발소공인과 동의대 총학생회 아름다운 기부,2017-11-24,
10791,249,4,2017-11-24,64년 만에 전해진 화랑무공훈장,"당감4동, 625참전용사 유가족에 전도 수여",2017-11-24,2017-11-24
10792,249,4,2017-11-24,독거노인 35명에게 보행보조기 전달,김병준 레다스 흉부외과,2017-11-24,2017-11-24
10909,251,7,2018-01-25,나무이야기,,2018-01-25,2018-01-25
10910,251,8,2018-01-25,시인들이 감탄한 어르신들의 詩 ,성인문해교실 수강생들 감동적인 시화집 출간,2018-01-25,
10829,250,1,2017-12-26,동천은행나무길 연말까지 해넘이축제,소원쪽지 걸기 낙엽아 안녕,2017-12-26,2017-12-26
10830,250,1,2017-12-26,천원의 사랑 만인의 행복 3만 계좌 돌파," 11월말 4640명 참여/후원계좌 31,358개 … 누적 기부액 3억4천만원",2017-12-26,
10831,250,2,2017-12-26,사회적 약자 공무원 만들기 프로젝트 추진,9급 공무원 공채 시,2017-12-26,2017-12-26
10906,251,7,2018-01-25,올해도 라인댄스 프로그램 운영해주이소,,2018-01-25,
10907,251,7,2018-01-25,87번 버스기사님을 칭찬합니다,,2018-01-25,
10908,251,7,2018-01-25,김다희 시인의 꽃보다 여자 45,파스텔로 그린 세상,2018-01-25,2018-01-25
10870,250,8,2017-12-26,감탄사 나오는 알공예 작품들,12월 22∼29일 부산진구청 동천문화홀에서 전시회,2017-12-26,2017-12-26
10885,251,2,2018-01-25,무등록 경로당 안전점검,,2018-01-25,
10886,251,2,2018-01-25,안전요건 미비 전기자전거 운행 주의,자전거도로 이용 적발시 과태료 4만원,2018-01-25,
10826,249,3,2017-11-24,국민체육센터 현장 점검,,2017-11-24,
10827,249,3,2017-11-24,문화예술인전 및 갤러리음악회 참석,,2017-11-24,
10828,250,1,2017-12-26,2018년부터 달라지는 제도와 시책－복지 분야,노인 기초연금 지급대상 확대,2017-12-26,2017-12-26
10825,249,3,2017-11-24,생활폐기물 용역설명회 개최,,2017-11-24,
10865,250,7,2017-12-26,"호천마을, 저탄소생활실천 최우수 수상",,2017-12-26,
10866,250,7,2017-12-26,노인일자리사업 참여자 영화관람 등 문화 체험, 다사랑복합문화예술회관,2017-12-26,
10867,250,7,2017-12-26,연꽃의 고장 연지동에 웃음꽃이 활짝,,2017-12-26,2017-12-26
10868,250,8,2017-12-26,부산진구 문화예술인상 대상 김장환,본상 손병흥/선연자,2017-12-26,
10869,250,8,2017-12-26,설사와 식중독 부르는 궁합 나쁜 음식들,이달의 건강 음식,2017-12-26,2017-12-26
10820,249,8,2017-11-24,동길산 시인이 쓰는 부산진이야기 35,우리 동네 시 - 부암1/3동,2017-11-24,2017-11-24
10821,249,8,2017-11-24,제11회 부산진문화원의 날 공연 개최(무료) 안내 ,,2017-11-24,
10822,249,8,2017-11-24,2017년 부산진 문예지 성지곡의 햇살 발간,,2017-11-24,
10823,249,8,2017-11-24,포토 에세이 - 갈매기의 꿈,,2017-11-24,2017-11-24
10824,249,8,2017-11-24,부산진구 예술 수준 높았다,제26회 문화예술인전 성황,2017-11-24,2017-11-24
10923,252,1,2018-02-23,한국신발관 부산진구에 개관,한국 신발산업의 과거 현재 미래가 여기에,2018-02-26,2018-02-26
10904,251,6,2018-01-25,누가 봐도 언제 봐도 여기는 명품거리,커피향이 은은한 거리 - 전포카페거리,2018-01-25,2018-01-25
10905,251,7,2018-01-25,분홍불빛 반짝이면 자리 양보하세요,　지하철 내 임산부 탑승 알림 핑크라이트 설치,2018-01-25,
10922,252,1,2018-02-23,2018년 꼬마둥이 페스티벌 개최,,2018-02-26,
10860,250,7,2017-12-26,도시설계 전문가도 감탄한 전포카페거리,(사)한국도시설계학회 회원들 도시재생 현장 극찬,2017-12-26,2017-12-26
10861,250,7,2017-12-26,여성 안심귀가 쏠라표지병 설치,,2017-12-26,2017-12-26
10862,250,7,2017-12-26,마을세무사 매월 셋째 주 수요일 운영,2018년 1월 1일부터 국세/지방세 등 무료 상담,2017-12-26,2017-12-26
10863,250,7,2017-12-26,지진발생시 행동요령,스티커 2000여 곳 부착,2017-12-26,
10864,250,7,2017-12-26,부산진지역자활센터 성과보고대회 개최,,2017-12-26,
10819,249,7,2017-11-24,부산진구 학생들 세계에 우뚝 서다,,2017-11-24,2017-11-24
10784,249,3,2017-11-24,예산결산특별위원회 구성,,2017-11-24,2017-11-24
10785,249,3,2017-11-24,제278회 정례회 의안 주요내용,,2017-11-24,
10787,249,3,2017-11-24,어르신 한마음 대회 행사 참석,,2017-11-24,2017-11-24
10782,249,3,2017-11-24,2018년도 일반 및 특별회계 예산안 등 심사,제278회 부산진구의회 정례회,2017-11-24,
10786,249,3,2017-11-24,제언을 받습니다,,2017-11-24,
10859,250,6,2017-12-26,2018년 새해 소망 모두 이루어지길,동천은행나무길에 주렁주렁 달린 소원쪽지들,2017-12-26,2017-12-26
10858,250,6,2017-12-26,2017년에 화제가 됐던 인물과 사건,,2017-12-26,2017-12-26
11118,255,8,2018-05-25,부산진구 어린이청년도서관 이달의 추천도서(5월),,2018-05-28,2018-05-28
10945,252,4,2018-02-23,전포생활문화센터 대관해드립니다,,2018-02-26,
10946,252,4,2018-02-23,설 명절 백미 430만원 지원,,2018-02-26,
10947,252,4,2018-02-23,새마을금고들 풍성한 성품,,2018-02-26,
10948,252,4,2018-02-23,(주)그랜드코리아레저 200세대에 성품,,2018-02-26,
10949,252,4,2018-02-23,다음카페 부산골프동호회,교복구입비 150만원 지원,2018-02-26,
10950,252,4,2018-02-23,"사회복지법인 동일 성금 1,000만원 기탁",,2018-02-26,
10951,252,4,2018-02-23,"BNK금융그룹 상품권 3,250만원 지원",,2018-02-26,
10924,252,1,2018-02-23,부산진구 관광거점시설 12곳 지정,아트홀/박물관/카페 등 ,2018-02-26,
10903,251,5,2018-01-25,2018년 새해 달라지는 제도와 시책들,,2018-01-25,2018-01-25
10815,249,7,2017-11-24,희망자전거 12대 다문화센터에 기증,,2017-11-24,
10816,249,7,2017-11-24,부산진여성인력개발센터,모집 중인 교육프로그램,2017-11-24,
10817,249,7,2017-11-24,일자리네트워크 참여업체－부산진여성인력개발센터,취업/직업훈련 모두 신뢰받는 기관,2017-11-24,
10818,249,7,2017-11-24,특별장학생 13명에 장학증서 수여,부산진구장학회,2017-11-24,2017-11-24
10944,252,4,2018-02-23,각 동 소식-1,,2018-02-26,2018-02-26
10900,251,4,2018-01-25,각 동 소식-1,,2018-01-25,2018-01-25
10901,251,5,2018-01-25,행복하고 다정하게 지내세요,초읍 행복/다정경로당 개소,2018-01-25,2018-01-25
10902,251,5,2018-01-25,㈜대도운수 500만원 ,개금1/3동에 기탁,2018-01-25,
10857,250,5,2017-12-26,승강기 관리교육에 인터넷강의 허용,특허수수료 신용카드 ARS 결제 가능,2017-12-26,
10271,239,5,2017-01-25,2017년부터 달라지는 것들,,2017-01-25,2017-01-25
10272,239,5,2017-01-25,法 법률상담,부동산 계약시 가계약금의 성격,2017-01-25,2017-01-25
10925,252,1,2018-02-23,서면 근대산업유산추억길을 걸어보자,,2018-02-26,
10927,252,2,2018-02-23,4차 산업혁명 관련 디자인 우선 심사,규제개혁 소식,2018-02-26,
10928,252,2,2018-02-23,부산진구 6개 동(洞) 종합 감사,2월 26일∼4월 4일 부당 민원처리 등 조사,2018-02-26,
10855,250,5,2017-12-26,의학칼럼 - 전립선비대증,중년 이상 남성의 고충 전립선비대증,2017-12-26,2017-12-26
10854,250,5,2017-12-26,아직도 불필요한 공회전을 하십니까?,,2017-12-26,2017-12-26
10856,250,5,2017-12-26,의학칼럼 - 요실금,"여성의 불청객, 소변이 새는 요실금 ",2017-12-26,2017-12-26
10812,249,6,2017-11-24,부산형 마니또 사업으로 고독사 예방,,2017-11-24,2017-11-24
10813,249,7,2017-11-24,부산진구 주요 공사 현황 안내,,2017-11-24,
10814,249,7,2017-11-24,규제개혁 소식,,2017-11-24,
10943,252,3,2018-02-23,각 위원회 민원해결 현장 소통 나서,"창조도시위원회는 부암/개금동, 주민복지위원회는 초읍동에서 현장 점검",2018-02-26,
10990,253,2,2018-03-23,육아용품 벼룩시장 개최,3월 30일까지 참가 신청,2018-03-26,2018-03-26
10942,252,3,2018-02-23,동의과학대 학위수여식 성적 우수자 표창 수여,,2018-02-26,2018-02-26
10810,249,6,2017-11-24,김다희 시인의 꽃보다 여자 44,길을 만드는 사람,2017-11-24,2017-11-24
10811,249,6,2017-11-24,모유 수유 중 안전한 약물사용 필수지식,,2017-11-24,
10936,252,3,2018-02-23,구민 여러분의 제언을 받습니다,,2018-02-26,
10937,252,3,2018-02-23,제279회 임시회 5분 자유발언, ▲백양산터널과 수정산터널 연결도로의 관리사무 이양에 관하여,2018-02-26,
10938,252,3,2018-02-23,제278회 정례회 5분 자유발언,▲동네식당 상권 활성화를 위한 건설현장근로자식당(함바집) 운영 금지 권고 요청,2018-02-26,
10939,252,3,2018-02-23,신애재활원/매실보육원 방문 성품 전달,,2018-02-26,2018-02-26
10940,252,3,2018-02-23,민원 관련 간담회 개최,,2018-02-26,2018-02-26
10935,252,3,2018-02-23,부산진구의회 홈페이지 개편,소통/의정 정보 중점,2018-02-26,
10941,252,3,2018-02-23,설 명절 현업부서 직원 격려,,2018-02-26,2018-02-26
10896,251,4,2018-01-25,수고한 사람 － 수고할 사람 바통 터치,국민운동단체/자생단체 회장 이/취임식 잇따라,2018-01-25,2018-01-25
10897,251,4,2018-01-25,한국콜핑협회 안경구입권 500만원 전달,,2018-01-25,
10898,251,4,2018-01-25,가야포차선지국밥 500만원 성금,,2018-01-25,
10899,251,4,2018-01-25,따뜻한 한 끼 식사 되기를,,2018-01-25,2018-01-25
10926,252,2,2018-02-23,토요방학특강 성황리 개최,부산진구 평생학습관 ,2018-02-26,
10895,251,4,2018-01-25,제자리 다시 찾은 동래정씨 하마비,동해남부선 공사로 철거,2018-01-25,2018-01-25
10929,252,2,2018-02-23,부산진구 新(신)중년 재취업 추진,,2018-02-26,
10930,252,2,2018-02-23,국가안전대진단 3월말까지 추진,,2018-02-26,
10834,250,2,2017-12-26,신종클럽 감성주점에 지방세 중과세,고등법원/대법원 소송에서 부산진구 승소 판결,2017-12-26,
10809,249,6,2017-11-24,나무이야기 - 꽃무릇과 산벚나무,,2017-11-24,2017-11-24
10893,251,3,2018-01-25,제279회 임시회 의안 주요내용,,2018-01-25,2018-01-25
10894,251,3,2018-01-25,소통/의정 정보 중점,부산진구의회 홈페이지 개편,2018-01-25,
10890,251,3,2018-01-25,꿈을 이루는 새해/행복한 새해 기원,부산진구의회 의장 신년사,2018-01-25,2018-01-25
10891,251,3,2018-01-25,2018년도 주요 업무계획 보고 청취,제279회 부산진구의회 임시회,2018-01-25,
10850,250,4,2017-12-26,(사)전국자원봉사연맹 김치 5000㎏ㆍ쌀 2500㎏ 지원,,2017-12-26,2017-12-26
10887,251,2,2018-01-25,부산진구 신년화두,마부정제(馬不停蹄),2018-01-25,2018-01-25
10888,251,2,2018-01-25,드론 등 제한적 야간 및 비가시 비행 가능,수출신고 정정시 전산신고 허용 편의 제고,2018-01-25,
10921,251,4,2018-01-25,각 동 소식 - 2,,2018-01-25,
10934,252,2,2018-02-23,부산진구 각 위원회 의사봉 사용 폐지,,2018-02-26,
10805,249,5,2017-11-24,공유토지분할 특례법 연장 시행 안내,,2017-11-24,
10806,249,5,2017-11-24,아동청소년 정신건강 강좌,12월 15일 건강증진센터,2017-11-24,
10807,249,5,2017-11-24,부산진구 바로 알기－통신판매업 신고 ,온라인 쇼핑몰 창업시 구청에 신고,2017-11-24,
10808,249,5,2017-11-24,산에 가는 당신 불만은 없겠죠,산불조심 기간 시작 … 산림지역 인화물질 소지시 과태료 50만원,2017-11-24,2017-11-24
10833,250,2,2017-12-26,불법광고물 건설사에 과태료 부과 적법,부산진구 3억대 과태료 부과,2017-12-26,
10919,251,5,2018-01-25,2018년 새해 달라지는 제도와 시책들,,2018-01-25,
10920,251,5,2018-01-25,2018년 새해 달라지는 제도와 시책들,,2018-01-25,
10917,251,6,2018-01-25,누가 봐도 언제 봐도 여기는 명품거리,아름다움과 건강의 거리 - 서면메디컬스트리트,2018-01-25,2018-01-25
10918,251,6,2018-01-25,누가 봐도 언제 봐도 여기는 명품거리,보석으로 반짝이는 거리 - 골드테마거리,2018-01-25,2018-01-25
10884,251,2,2018-01-25,베란다 수경재배 교실 참여자 모집,새로운 도시농업 기술 교육,2018-01-25,
10892,251,3,2018-01-25,구민 여러분의 제언을 받습니다,,2018-01-25,2018-01-25
10931,252,2,2018-02-23,"롯데, 부산진구 푸드마켓에 통큰 지원","1년 동안 3,600만원 상당 식료품/생활용품 후원",2018-02-26,
10932,252,2,2018-02-23,육아종합지원센터 숲속놀이터 새단장 개관,,2018-02-26,
10933,252,2,2018-02-23,"내 주변 안전, 더욱 쉽게 확인한다",행정안전부 생활안전지도 8대 분야로 확대 서비스,2018-02-26,
10882,251,2,2018-01-25,국민과 함께 국가안전대진단 추진,2월 5일∼3월 30일까지,2018-01-25,
10879,251,1,2018-01-25,"사장님들, 일자리 안정자금 신청하세요",노동자 1인당 월 최고 13만 원 1년간 정부가 지원,2018-01-25,2018-01-25
10881,251,2,2018-01-25,소방차 긴급출동 방해 불법주차 차량에 무관용,6월 27일부터 개정법 시행,2018-01-25,2018-01-25
10883,251,2,2018-01-25,소나무재선충병 긴급 방제대책회의 개최,,2018-01-25,
10889,251,2,2018-01-25,자동해제특약과 계약해제, 법률상담,2018-01-25,
10851,250,5,2017-12-26,몽골 의료시장 진출 발 빠르게, 맞춤형 상품 조사 현지 답사,2017-12-26,2017-12-26
10852,250,5,2017-12-26,공연도 보고 선물도 받고 행복해요,2017 행복충전 어린이콘서트 성황리에 개최,2017-12-26,
10853,250,5,2017-12-26,11월 10일부터 주택 분양권 전매제한,,2017-12-26,
10801,249,4,2017-11-24,사랑의 고추장 나누기,부산진구 새마을부녀회,2017-11-24,2017-11-24
10802,249,5,2017-11-24,펫티켓 지켜야 개도 견주도 사랑받아,,2017-11-24,
10803,249,5,2017-11-24,법률상담,임대차기간 5년 경과 임차인의 권리금 회수기회 보호 여부,2017-11-24,
10804,249,5,2017-11-24,반려견 목줄 반드시 착용하세요,공공장소 목줄 미착용시 10만 원 이하 과태료,2017-11-24,
10876,251,1,2018-01-25,"새해, 삶에 대한 희망 가득하기를",2018년 부산진구청장 신년사,2018-01-25,2018-01-25
10877,251,1,2018-01-25,초연근린공원 3월 2일 개장,옛 연지공원에 새롭게 조성,2018-01-25,
10878,251,1,2018-01-25,희망을 부르는 등대,포토에세이,2018-01-25,2018-01-25
10844,250,4,2017-12-26,부산 최대 1만 세대 사랑의 김장 나눔,부산진구 노인장애인복지관,2017-12-26,2017-12-26
10845,250,4,2017-12-26,이웃의 관심이 치매의심 노인 살렸다,,2017-12-26,
10846,250,4,2017-12-26,사랑 가득 담은 김장나누기 성황리 개최,부산진구종합사회복지관,2017-12-26,
10847,250,4,2017-12-26,몸은 파김치 되어도 마음은 뿌듯,새마을부녀회 김장 나누기,2017-12-26,
10848,250,4,2017-12-26,골목길 캘리그라피 사진집 발간/북콘서트,전포종합사회복지관,2017-12-26,2017-12-26
10849,250,4,2017-12-26,초읍소현어린이집 아이들 기특하네,도토리 열쇠고리 판매해 수익금으로 이웃돕기,2017-12-26,2017-12-26
10797,249,4,2017-11-24,각 동 소식-1,,2017-11-24,2017-11-24
10798,249,4,2017-11-24,가야고 25기 동기회, 가야2동에 성금품 기탁,2017-11-24,2017-11-24
10799,249,4,2017-11-24,다비치안경－자원봉사센터,어르신 검진/안경 지원,2017-11-24,
10800,249,4,2017-11-24,부산진구 새마을가족 한마음 되다,새마을지도자 등 600여 명 모여 화합의 체육대회,2017-11-24,
10913,251,8,2018-01-25,동길산 시인이 쓰는 부산진이야기 37,역동의 무술년 마부정제 부산진구,2018-01-25,2018-01-25
10914,251,6,2018-01-25,누가 봐도 언제 봐도 여기는 명품거리,젊음 음식 학원의 거리 - 서면특화거리,2018-01-25,2018-01-25
10915,251,6,2018-01-25,누가 봐도 언제 봐도 여기는 명품거리,서면에서 가장 번화한 거리 - 서면1번가,2018-01-25,2018-01-25
10916,251,6,2018-01-25,누가 봐도 언제 봐도 여기는 명품거리,품격있는 문화의 길 - 서면문화로,2018-01-25,2018-01-25
10873,250,4,2017-12-26,각동 소식-1,,2017-12-26,
10874,250,3,2017-12-26,주민복지위원회 행정사무감사 및 현장점검,,2017-12-26,
10875,250,3,2017-12-26,창조도시위원회 행정사무감사 현장점검,,2017-12-26,
10839,250,3,2017-12-26,제278회 정례회 처리 의안,,2017-12-26,
10840,250,3,2017-12-26,2017년 폐회연 의정 성과 보고,,2017-12-26,
10841,250,3,2017-12-26,행정자치위원회 동주민센터 행정사무감사 실시,,2017-12-26,2017-12-26
10842,250,3,2017-12-26,선거일전 180일 도래에 따른 선거법 안내,,2017-12-26,2017-12-26
10843,250,4,2017-12-26,BNK금융그룹 통 큰 성품 지원,1900만원 상당 전기장판/상품권 383세대에 전달,2017-12-26,
10838,250,3,2017-12-26,2017년도 행정사무감사 119건 시정 및 건의 요구,,2017-12-26,
